Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population,Income composition of resources
Belgium,2008,Developed,79.5,87.0,0,10.47,7191.051507,98.0,98,61.3,1,99.0,9.6,99.0,0.1,48424.58927,179973.0,0.874
Belize,2008,Developing,69.6,181.0,0,7.22,51.25232422,94.0,0,45.7,0,94.0,5.9,94.0,0.1,447.22796,36165.0,0.699
Benin,2008,Developing,57.6,278.0,25,1.28,7.615430126,75.0,928,22.0,39,77.0,4.2,75.0,1.8,82.1513498,8696916.0,0.444
Bhutan,2008,Developing,67.0,234.0,1,0.21,302.667579,96.0,7,18.8,1,96.0,6.58,96.0,0.4,1795.18137,795.0,0.0
Bolivia (Plurinational State of),2008,Developing,67.4,211.0,10,3.77,0.0,88.0,0,48.0,13,87.0,5.0,88.0,0.2,0.0,0.0,0.632
Bosnia and Herzegovina,2008,Developing,76.0,98.0,0,5.13,66.04635027,88.0,8,52.1,0,92.0,8.58,91.0,0.1,575.31664,3763599.0,0.71
Botswana,2008,Developing,57.5,427.0,2,6.56,476.8625872,94.0,0,34.2,3,96.0,5.55,96.0,12.7,5623.379566,1946351.0,0.646
Brazil,2008,Developing,73.4,158.0,61,7.21,526.3780636,96.0,0,5.3,68,99.0,8.24,99.0,0.1,8787.61375,19297929.0,0.704
Brunei Darussalam,2008,Developing,77.2,84.0,0,0.67,2538.941033,96.0,3,34.2,0,97.0,2.23,98.0,0.1,37951.286,0.0,0.84
Bulgaria,2008,Developed,72.9,155.0,1,10.98,107.9826127,96.0,1,61.5,1,96.0,6.61,95.0,0.1,7296.122479,7492561.0,0.761
Burkina Faso,2008,Developing,56.1,288.0,45,4.5,107.7988339,93.0,395,15.6,80,92.0,6.77,93.0,1.5,569.7612784,14689726.0,0.345
Burundi,2008,Developing,55.3,35.0,23,4.33,15.99415192,92.0,173,15.2,35,89.0,7.86,92.0,2.9,196.2472628,8212264.0,0.319
Côte d'Ivoire,2008,Developing,54.0,437.0,60,2.69,0.0,74.0,12,23.8,85,58.0,6.21,74.0,4.1,0.0,0.0,0.0
Cabo Verde,2008,Developing,72.4,124.0,0,4.16,360.6208825,98.0,0,26.2,0,99.0,3.96,99.0,0.4,3638.95946,491723.0,0.615
Cambodia,2008,Developing,65.6,199.0,16,2.24,53.10009046,91.0,4211,15.3,18,91.0,5.55,91.0,0.7,745.7877873,138859.0,0.511
Cameroon,2008,Developing,54.2,382.0,56,5.9,68.7073044,84.0,495,24.9,87,82.0,5.18,84.0,6.7,1233.524316,18978.0,0.466
Canada,2008,Developing,87.0,74.0,2,8.3,8433.936814,28.0,62,63.0,2,89.0,1.3,92.0,0.1,46596.33599,33245773.0,0.897
Central African Republic,2008,Developing,47.6,477.0,17,1.52,67.34137528,0.0,12,19.4,25,46.0,4.3,45.0,8.3,456.8614334,4345386.0,0.338
Chad,2008,Developing,49.6,394.0,46,0.45,49.09198224,17.0,63,16.4,80,3.0,2.92,19.0,4.7,929.772391,11133861.0,0.338
Chile,2008,Developing,79.6,88.0,2,7.31,241.5533381,95.0,0,59.3,2,95.0,6.87,95.0,0.1,1781.3668,16661942.0,0.804
China,2008,Developing,74.5,97.0,266,4.27,39.22509728,95.0,131441,26.5,308,99.0,4.59,97.0,0.1,3471.247547,1324655.0,0.672
Colombia,2008,Developing,73.5,146.0,14,4.45,978.07041,92.0,0,52.8,16,92.0,6.62,92.0,0.1,5433.7245,4491544.0,0.683
Comoros,2008,Developing,61.0,255.0,2,0.12,93.36788979,81.0,0,2.6,2,81.0,5.13,81.0,0.1,795.97519,657229.0,0.461
Congo,2008,Developing,59.4,338.0,8,2.58,0.0,73.0,2,23.3,11,77.0,2.9,79.0,4.3,0.0,0.0,0.527
Costa Rica,2008,Developing,78.9,99.0,1,4.22,1859.095621,89.0,0,53.4,1,89.0,9.1,9.0,0.1,6911.136136,442958.0,0.74
Croatia,2008,Developed,76.0,116.0,0,12.06,2425.403891,97.0,51,59.4,0,96.0,7.7,96.0,0.1,15893.8656,443458.0,0.8
Cuba,2008,Developing,77.9,12.0,1,4.26,708.6157966,95.0,0,56.2,1,99.0,1.79,95.0,0.1,5376.447622,0.0,0.771
Cyprus,2008,Developed,79.1,62.0,0,12.01,239.6409938,93.0,1,56.8,0,97.0,6.89,97.0,0.1,3539.7488,181563.0,0.844
Czechia,2008,Developed,77.0,16.0,0,13.25,0.0,99.0,2,62.6,0,99.0,6.82,99.0,0.1,0.0,0.0,0.0
Democratic People's Republic of Korea,2008,Developing,68.6,164.0,9,3.16,0.0,92.0,8,29.2,12,98.0,0.0,92.0,0.1,0.0,0.0,0.0
Democratic Republic of the Congo,2008,Developing,56.3,295.0,237,2.09,0.0,65.0,12461,18.2,324,64.0,4.46,65.0,1.8,0.0,0.0,0.0
Denmark,2008,Developed,78.8,88.0,0,10.7,10761.18209,0.0,14,56.3,0,88.0,1.18,88.0,0.1,64322.6664,5493621.0,0.906
Djibouti,2008,Developing,62.0,289.0,1,0.49,171.7686449,88.0,143,31.3,2,89.0,8.5,89.0,3.3,1214.77118,822934.0,0.427
Dominican Republic,2008,Developing,73.3,161.0,6,6.12,49.09241952,81.0,0,51.5,8,86.0,4.2,82.0,1.4,511.37937,963652.0,0.692
Ecuador,2008,Developing,74.6,139.0,7,3.76,197.9303077,93.0,1,49.3,9,94.0,5.66,96.0,0.1,4274.95265,14447562.0,0.698
Egypt,2008,Developing,69.8,172.0,54,0.24,0.0,97.0,668,55.5,65,97.0,4.82,97.0,0.1,0.0,0.0,0.651
El Salvador,2008,Developing,71.7,194.0,2,2.68,53.95949877,98.0,0,51.4,3,98.0,6.21,98.0,0.3,357.347674,61131.0,0.659
Equatorial Guinea,2008,Developing,55.4,338.0,3,8.34,1705.678619,0.0,436,21.3,4,55.0,2.31,42.0,6.3,22742.38159,868418.0,0.592
Eritrea,2008,Developing,67.0,322.0,6,0.49,11.76572311,94.0,0,15.1,9,94.0,3.69,94.0,1.1,326.825642,4232636.0,0.406
Estonia,2008,Developing,74.2,167.0,0,16.99,225.0723618,94.0,0,56.7,0,95.0,6.6,95.0,0.1,1894.5485,13379.0,0.835
Ethiopia,2008,Developing,59.8,289.0,177,1.13,38.55783268,52.0,3511,14.9,270,63.0,4.28,54.0,2.4,325.3825543,83184892.0,0.378
Fiji,2008,Developing,68.7,26.0,0,1.95,81.04656111,99.0,0,57.3,0,99.0,3.68,99.0,0.1,4177.657789,84334.0,0.7
Finland,2008,Developing,79.6,94.0,0,10.26,678.88112,0.0,5,59.4,0,97.0,8.35,99.0,0.1,5341.31487,5313399.0,0.876
France,2008,Developing,89.0,88.0,3,11.9,7002.785925,47.0,604,59.1,3,98.0,1.57,98.0,0.1,45413.6571,6437499.0,0.877
Gabon,2008,Developing,61.6,298.0,2,8.75,11.05422474,82.0,3,32.4,3,81.0,2.54,82.0,8.9,194.2746,1536411.0,0.651
Gambia,2008,Developing,58.7,287.0,3,2.79,0.0,98.0,0,22.8,6,96.0,5.95,96.0,3.0,0.0,0.0,0.426
Georgia,2008,Developing,73.9,128.0,1,7.17,151.762567,89.0,56,5.5,1,9.0,8.99,92.0,0.1,3174.9491,43.0,0.735
Germany,2008,Developed,79.9,8.0,2,11.36,8285.264655,87.0,917,59.0,3,95.0,1.39,96.0,0.1,45699.19832,821197.0,0.903
Ghana,2008,Developing,63.0,275.0,41,1.78,161.0106435,93.0,82,24.2,61,92.0,4.85,93.0,2.2,1224.41554,2329864.0,0.53
Greece,2008,Developing,79.9,77.0,0,9.51,3682.88717,95.0,1,62.4,0,99.0,9.76,99.0,0.1,31997.2821,1177841.0,0.853
Grenada,2008,Developing,72.1,162.0,0,8.92,754.9597129,99.0,0,42.4,0,99.0,5.76,99.0,0.1,7946.944346,0.0,0.0
Guatemala,2008,Developing,79.0,19.0,13,2.21,472.2234994,95.0,0,45.9,15,96.0,6.65,95.0,0.4,2794.22189,146366.0,0.589
Guinea,2008,Developing,56.8,33.0,30,0.21,19.68510257,57.0,89,19.8,47,59.0,3.21,6.0,2.3,437.4467238,1323142.0,0.371
Guinea-Bissau,2008,Developing,55.6,297.0,5,2.64,28.30191127,0.0,12,21.9,7,77.0,6.5,77.0,6.0,583.5445622,148841.0,0.398
Guyana,2008,Developing,66.3,218.0,1,7.32,493.3279293,93.0,0,4.9,1,93.0,7.46,93.0,0.8,2576.124957,746314.0,0.618
Haiti,2008,Developing,62.1,259.0,16,5.95,63.83195683,0.0,0,41.8,22,64.0,5.92,63.0,2.4,674.7564147,97529.0,0.462
Honduras,2008,Developing,73.2,159.0,4,3.14,231.9112915,92.0,0,45.1,5,93.0,8.4,93.0,0.6,1751.595857,7872658.0,0.597
Hungary,2008,Developed,74.1,165.0,1,11.64,181.7634078,0.0,0,6.5,1,99.0,7.33,99.0,0.1,15669.25929,138188.0,0.812
Iceland,2008,Developed,81.4,58.0,0,8.49,7613.814999,0.0,0,58.1,0,98.0,8.8,98.0,0.1,55575.29196,317414.0,0.892
India,2008,Developing,65.5,23.0,1300,1.93,43.03043312,29.0,44258,14.9,1800,69.0,4.34,7.0,0.3,991.484634,119714696.0,0.556
Indonesia,2008,Developing,67.7,189.0,149,0.07,10.26341108,82.0,15369,21.3,181,83.0,2.81,77.0,0.2,216.52766,236159276.0,0.641
Iran (Islamic Republic of),2008,Developing,72.7,135.0,24,0.02,0.0,99.0,127,51.4,28,99.0,6.28,99.0,0.1,0.0,0.0,0.716
Iraq,2008,Developing,69.3,167.0,32,0.17,192.1562998,66.0,5494,54.5,38,71.0,3.93,69.0,0.1,4521.3247,29111417.0,0.638
Ireland,2008,Developed,79.8,75.0,0,12.66,9528.230574,0.0,57,57.4,0,93.0,8.64,93.0,0.1,61235.415,4489544.0,0.908
Israel,2008,Developing,81.0,65.0,1,2.47,471.5533294,99.0,931,62.1,1,94.0,7.33,94.0,0.1,29657.4421,7388.0,0.877
Italy,2008,Developed,81.5,61.0,2,7.96,66.37840495,96.0,1617,59.9,2,96.0,8.89,96.0,0.1,464.18465,58826731.0,0.866
Jamaica,2008,Developing,74.5,145.0,1,3.51,31.76575838,92.0,2,48.9,1,91.0,5.4,91.0,0.4,492.492378,279122.0,0.718
Japan,2008,Developed,82.7,66.0,3,7.11,7313.175418,0.0,11015,25.9,4,98.0,8.6,98.0,0.1,39339.29757,12863.0,0.88
Jordan,2008,Developing,73.1,119.0,4,0.61,535.2786404,97.0,2,6.1,4,98.0,8.78,97.0,0.1,3385.69665,6489822.0,0.739
Kazakhstan,2008,Developing,66.6,258.0,8,7.6,708.3285785,99.0,20,47.9,9,99.0,3.65,99.0,0.1,8513.564645,15674.0,0.758
Kenya,2008,Developing,57.9,339.0,64,1.71,60.5153506,88.0,1282,17.9,95,88.0,3.9,88.0,6.4,916.8992515,39148416.0,0.506
Kiribati,2008,Developing,65.1,21.0,0,0.46,167.6201552,83.0,0,74.1,0,74.0,12.23,82.0,0.1,1413.3234,9844.0,0.572
Kuwait,2008,Developing,73.8,88.0,1,0.03,2078.392748,99.0,0,67.5,1,99.0,1.93,99.0,0.1,55571.9986,0.0,0.787
Kyrgyzstan,2008,Developing,67.6,217.0,4,2.53,0.0,97.0,16,39.5,4,95.0,6.7,95.0,0.2,0.0,0.0,0.624
Lao People's Democratic Republic,2008,Developing,62.6,228.0,10,5.1,0.0,61.0,174,16.7,14,6.0,2.77,61.0,0.2,0.0,0.0,0.518
Latvia,2008,Developed,71.9,199.0,0,11.84,253.4022338,93.0,3,58.1,0,94.0,6.63,94.0,0.1,16348.53121,2177322.0,0.819
Lebanon,2008,Developing,74.5,98.0,1,1.67,69.13924862,81.0,24,62.5,1,75.0,8.7,81.0,0.1,712.775759,411147.0,0.74
Lesotho,2008,Developing,47.8,592.0,5,2.75,91.85432774,88.0,0,28.8,6,86.0,8.85,88.0,27.3,934.428563,199993.0,0.447
Liberia,2008,Developing,58.6,281.0,10,3.88,40.03344077,64.0,1,23.4,14,79.0,11.83,75.0,2.4,232.61732,3662993.0,0.394
Libya,2008,Developing,72.6,132.0,2,0.01,532.6700005,98.0,8,58.2,2,98.0,2.4,98.0,0.1,14396.4865,0.0,0.757
Lithuania,2008,Developed,71.1,224.0,0,13.3,1888.149904,96.0,1,59.3,0,96.0,6.61,96.0,0.1,14961.56818,3198231.0,0.82
Luxembourg,2008,Developed,80.0,8.0,0,11.53,18961.3486,94.0,1,58.4,0,96.0,7.34,99.0,0.1,114293.8433,48865.0,0.887
Madagascar,2008,Developing,62.3,259.0,34,0.68,6.448762615,77.0,3,17.1,49,77.0,4.5,77.0,0.5,47.733254,19996469.0,0.491
Malawi,2008,Developing,50.0,525.0,36,1.27,74.34482999,91.0,20,16.9,58,92.0,1.7,91.0,16.9,372.842678,14271234.0,0.4
Malaysia,2008,Developing,73.8,132.0,3,0.47,438.4519214,97.0,334,33.4,4,97.0,3.47,97.0,0.1,8513.629541,2711169.0,0.747
Maldives,2008,Developing,75.9,81.0,0,1.76,1077.712092,98.0,0,2.3,0,98.0,9.3,98.0,0.1,5828.621374,362.0,0.641
Mali,2008,Developing,55.5,278.0,55,0.57,102.1413744,74.0,98,19.6,94,74.0,6.74,74.0,1.6,689.6784228,14138216.0,0.36
Malta,2008,Developed,80.0,64.0,0,7.14,2655.573684,86.0,1,66.6,0,72.0,8.15,72.0,0.1,21928.767,49379.0,0.813
Mauritania,2008,Developing,61.4,217.0,8,0.02,61.76263795,74.0,4,26.1,12,73.0,3.23,74.0,1.3,1167.535689,347541.0,0.475
Mauritius,2008,Developing,72.7,166.0,0,2.49,6.6489825,99.0,12,29.7,0,99.0,4.6,99.0,0.1,83.635,1244121.0,0.728
Mexico,2008,Developing,75.6,127.0,37,5.36,159.8772264,97.0,0,58.7,43,96.0,6.6,96.0,0.1,9689.52887,11366189.0,0.735
Micronesia (Federated States of),2008,Developing,68.4,174.0,0,1.97,0.0,89.0,0,65.2,0,88.0,12.94,85.0,0.1,0.0,0.0,0.628
Mongolia,2008,Developing,67.4,225.0,2,4.26,181.0123284,96.0,31,44.9,2,95.0,5.58,96.0,0.1,2139.625631,2628131.0,0.673
Montenegro,2008,Developing,74.6,121.0,0,6.17,709.1311228,93.0,0,57.8,0,95.0,6.13,95.0,0.1,7325.73474,616969.0,0.774
Morocco,2008,Developing,71.8,123.0,21,0.51,171.3658969,97.0,1455,51.7,24,99.0,5.41,99.0,0.1,2884.94776,31596855.0,0.589
Mozambique,2008,Developing,53.2,45.0,72,1.48,0.796915785,75.0,4,19.7,104,74.0,4.91,75.0,12.6,53.127719,22846758.0,0.372
Myanmar,2008,Developing,59.2,296.0,59,0.3,9.53048032,85.0,333,18.3,96,85.0,1.87,85.0,0.6,643.951373,49479752.0,0.493
Namibia,2008,Developing,61.7,317.0,3,6.28,59.55033546,0.0,0,3.2,4,83.0,7.15,83.0,11.7,429.6561,216375.0,0.589
Nepal,2008,Developing,67.0,189.0,27,0.21,70.27113179,82.0,2089,15.4,35,82.0,6.44,82.0,0.2,473.844449,26475859.0,0.492
Netherlands,2008,Developed,83.0,68.0,1,9.62,10873.40554,0.0,109,57.9,1,97.0,9.57,97.0,0.1,56928.8248,16445593.0,0.905
New Zealand,2008,Developed,81.0,75.0,0,9.49,6761.288966,9.0,0,63.8,0,89.0,1.7,89.0,0.1,31287.77865,0.0,0.894
Nicaragua,2008,Developing,72.5,169.0,3,3.64,275.064434,97.0,0,48.6,3,97.0,6.98,97.0,0.2,1518.85386,559456.0,0.607
Niger,2008,Developing,56.0,272.0,52,0.12,40.37835666,0.0,1317,16.5,102,68.0,6.76,67.0,1.3,354.8185998,15228525.0,0.298
Nigeria,2008,Developing,59.0,386.0,536,9.3,105.5910629,41.0,9960,21.0,848,6.0,4.0,53.0,5.0,1383.893354,1534739.0,0.481
Norway,2008,Developed,86.0,67.0,0,6.75,1707.130633,0.0,4,58.0,0,94.0,8.4,94.0,0.1,9688.5961,4768212.0,0.936
Oman,2008,Developing,75.2,19.0,1,0.57,123.0966298,99.0,18,51.1,1,97.0,2.1,99.0,0.1,2275.3536,0.0,0.765
Pakistan,2008,Developing,64.6,177.0,369,0.03,5.447133608,65.0,1129,2.6,460,7.0,3.26,62.0,0.1,139.31288,16364463.0,0.513
Panama,2008,Developing,76.5,127.0,1,6.74,956.8229765,86.0,0,52.7,2,86.0,6.75,86.0,0.1,6973.9284,3516268.0,0.75
Papua New Guinea,2008,Developing,61.4,29.0,11,0.81,103.7277727,59.0,0,43.4,14,76.0,4.6,63.0,1.3,1178.72469,6787187.0,0.469
Paraguay,2008,Developing,72.7,157.0,3,6.14,34.73924576,87.0,0,44.9,4,85.0,7.6,89.0,0.1,359.992184,647117.0,0.654
Peru,2008,Developing,73.9,138.0,11,4.85,58.4989742,93.0,1,5.8,14,93.0,4.73,93.0,0.3,428.87811,2864198.0,0.7
Philippines,2008,Developing,67.5,217.0,60,4.21,155.4767618,88.0,341,21.6,78,91.0,4.5,91.0,0.1,1919.466195,9751864.0,0.655
Poland,2008,Developed,75.5,14.0,2,11.4,15.71474837,98.0,0,57.2,3,96.0,6.88,99.0,0.1,141.44688,38125759.0,0.813
Portugal,2008,Developed,79.0,92.0,0,12.35,3652.869332,97.0,1,56.5,0,97.0,9.9,97.0,0.1,24815.6884,1558177.0,0.804
Qatar,2008,Developing,76.8,82.0,0,1.37,5484.143308,97.0,0,65.2,0,98.0,1.87,97.0,0.1,82967.37228,0.0,0.825
Republic of Korea,2008,Developing,83.0,75.0,2,9.31,0.0,94.0,2,28.6,2,92.0,6.16,94.0,0.1,0.0,0.0,0.0
Republic of Moldova,2008,Developing,68.9,228.0,1,9.07,0.0,97.0,0,49.5,1,96.0,11.41,9.0,0.1,0.0,0.0,0.0
Romania,2008,Developed,73.1,159.0,2,11.9,128.0805702,97.0,12,55.6,3,95.0,5.33,96.0,0.1,1136.47356,2537875.0,0.78
Russian Federation,2008,Developing,67.5,278.0,16,12.04,161.7301654,98.0,27,56.6,18,98.0,6.22,98.0,0.3,11635.2637,14274235.0,0.769
Rwanda,2008,Developing,68.0,282.0,18,6.39,0.661540371,97.0,6,17.1,28,97.0,7.66,97.0,3.7,5.6687264,978169.0,0.438
Saint Lucia,2008,Developing,74.1,149.0,0,12.09,0.0,96.0,0,42.2,0,96.0,7.43,96.0,0.1,0.0,0.0,0.71
Saint Vincent and the Grenadines,2008,Developing,72.1,167.0,0,6.92,0.0,99.0,0,47.5,0,99.0,4.7,99.0,0.3,0.0,0.0,0.704
Samoa,2008,Developing,72.5,146.0,0,3.97,47.35260547,12.0,0,71.4,0,54.0,4.52,26.0,0.1,359.82223,183526.0,0.688
Sao Tome and Principe,2008,Developing,65.4,215.0,0,4.36,62.8565863,99.0,0,25.4,0,99.0,5.66,99.0,0.9,1126.46212,166913.0,0.531
Saudi Arabia,2008,Developing,73.3,98.0,9,0.09,15.50666857,98.0,158,62.4,10,98.0,2.87,98.0,0.1,237.83234,0.0,0.779
Senegal,2008,Developing,62.8,225.0,22,0.28,1.08833088,88.0,6,2.8,34,87.0,4.94,88.0,0.6,11.33678,1223957.0,0.435
Serbia,2008,Developing,74.0,132.0,1,9.54,96.33237912,93.0,2,55.8,1,95.0,1.5,95.0,0.1,671.773913,735222.0,0.749
Seychelles,2008,Developing,72.2,184.0,0,6.33,701.8526364,99.0,0,31.8,0,99.0,2.64,99.0,0.1,11122.8627,86956.0,0.739
Sierra Leone,2008,Developing,46.2,441.0,29,3.91,5.379606465,77.0,44,2.7,44,75.0,1.29,77.0,1.9,46.3759178,6165372.0,0.367
Singapore,2008,Developed,81.4,64.0,0,1.7,3404.13099,97.0,18,31.2,0,97.0,3.91,97.0,0.1,39721.4818,0.0,0.88
Slovakia,2008,Developed,74.7,136.0,0,11.37,0.0,99.0,0,54.8,0,99.0,8.2,99.0,0.1,0.0,0.0,0.813
Slovenia,2008,Developed,78.9,96.0,0,10.94,392.9588536,0.0,0,55.8,0,97.0,8.47,97.0,0.1,2751.8127,221316.0,0.869
Solomon Islands,2008,Developing,68.0,193.0,0,1.09,19.74929219,89.0,0,44.7,0,94.0,5.97,89.0,0.1,125.79167,54477.0,0.489
Somalia,2008,Developing,51.9,336.0,52,0.01,0.0,0.0,1081,21.1,84,4.0,0.0,31.0,0.9,0.0,0.0,0.0
South Africa,2008,Developing,55.3,473.0,50,8.19,780.0336423,76.0,39,45.7,75,77.0,7.75,79.0,23.5,5786.59972,49557573.3,0.616
South Sudan,2008,Developing,53.6,377.0,27,0.0,0.0,0.0,0,0.0,42,0.0,0.0,0.0,4.2,1678.711862,9263136.0,0.0
Spain,2008,Developed,81.3,7.0,2,10.24,5596.535203,97.0,297,62.3,2,97.0,8.8,97.0,0.1,35578.73619,4595416.0,0.854
Sri Lanka,2008,Developing,72.3,172.0,4,2.1,17.81424344,98.0,33,18.5,4,98.0,3.44,98.0,0.1,254.489192,19817.0,0.731
Sudan,2008,Developing,61.8,251.0,64,2.01,128.6362711,78.0,129,0.0,95,85.0,8.17,86.0,0.3,1291.528826,32955496.0,0.444
Suriname,2008,Developing,69.8,196.0,0,4.94,815.4355995,84.0,0,53.3,0,85.0,5.92,85.0,1.2,6858.163158,515148.0,0.691
Swaziland,2008,Developing,51.4,477.0,3,4.87,413.0063027,9.0,1,28.9,4,89.0,8.19,88.0,40.2,2842.438422,1158897.0,0.514
Sweden,2008,Developed,81.1,62.0,0,6.9,8105.590882,0.0,25,56.5,0,98.0,9.23,98.0,0.1,55746.84238,9219637.0,0.897
Switzerland,2008,Developed,82.0,6.0,0,10.29,2084.255535,0.0,2022,54.6,0,96.0,1.29,95.0,0.1,72119.5687,7647675.0,0.914
Syrian Arab Republic,2008,Developing,73.8,122.0,8,0.8,0.0,83.0,19,5.4,9,83.0,3.4,79.0,0.1,0.0,2325443.0,0.651
Tajikistan,2008,Developing,66.4,178.0,10,0.32,4.153362912,86.0,0,35.3,12,87.0,5.58,86.0,0.3,76.914128,739728.0,0.592
Thailand,2008,Developing,73.5,162.0,11,5.92,609.9511632,98.0,7790,25.7,13,99.0,3.92,99.0,0.3,4378.68746,6654576.0,0.7
The former Yugoslav republic of Macedonia,2008,Developing,74.2,111.0,0,1.72,0.0,97.0,27,56.4,0,96.0,6.85,95.0,0.1,0.0,0.0,0.714
Timor-Leste,2008,Developing,66.2,168.0,2,0.06,36.69198927,79.0,0,14.7,3,79.0,0.74,79.0,0.1,643.71911,17811.0,0.566
Togo,2008,Developing,56.2,344.0,14,1.33,69.35924758,24.0,187,2.4,22,8.0,5.73,81.0,4.8,513.391914,6161796.0,0.441
Tonga,2008,Developing,72.6,145.0,0,1.1,569.6255035,84.0,0,71.5,0,88.0,5.13,86.0,0.1,3392.64743,135.0,0.698
Trinidad and Tobago,2008,Developing,69.9,185.0,0,6.41,1902.693048,9.0,0,4.2,0,91.0,4.4,9.0,0.3,21188.11857,1315372.0,0.767
Tunisia,2008,Developing,74.7,12.0,3,1.37,53.08451654,99.0,2,54.7,3,99.0,5.63,99.0,0.1,431.9326,147336.0,0.701
Turkey,2008,Developing,73.5,121.0,25,1.39,22.67271848,92.0,0,6.2,29,96.0,6.7,96.0,0.1,185.68975,74432.0,0.705
Turkmenistan,2008,Developing,64.5,235.0,6,2.4,34.23979419,96.0,0,42.7,8,96.0,1.93,96.0,0.1,394.467675,4935762.0,0.0
Uganda,2008,Developing,56.3,41.0,84,9.79,72.85023656,71.0,1319,15.6,130,69.0,9.1,71.0,8.2,449.6928183,31663896.0,0.453
Ukraine,2008,Developing,67.7,273.0,5,9.46,456.4586664,84.0,48,57.6,6,91.0,6.63,9.0,0.4,3891.37823,462582.0,0.73
United Arab Emirates,2008,Developing,75.8,85.0,1,1.86,4003.908598,92.0,55,54.8,1,94.0,2.93,92.0,0.1,45758.9554,0.0,0.829
United Kingdom of Great Britain and Northern Ireland,2008,Developed,79.6,8.0,4,11.47,0.0,0.0,1445,62.5,4,92.0,8.85,92.0,0.1,0.0,0.0,0.0
United Republic of Tanzania,2008,Developing,56.2,376.0,92,3.44,0.0,86.0,3413,19.6,138,89.0,4.21,86.0,7.4,0.0,0.0,0.0
United States of America,2008,Developed,78.2,18.0,27,8.74,0.0,94.0,140,65.7,31,94.0,16.2,96.0,0.1,0.0,0.0,0.0
Uruguay,2008,Developing,76.4,119.0,1,6.76,24.73142261,94.0,0,6.1,1,94.0,8.17,94.0,0.1,962.312164,335824.0,0.77
Uzbekistan,2008,Developing,67.9,184.0,22,2.36,13.89021225,91.0,2,39.3,25,98.0,5.92,98.0,0.3,182.28625,27328.0,0.644
Vanuatu,2008,Developing,75.0,153.0,0,1.18,345.339056,61.0,0,47.4,0,66.0,3.66,67.0,0.1,2697.961375,22534.0,0.582
Venezuela (Bolivarian Republic of),2008,Developing,73.2,168.0,9,8.18,0.0,53.0,0,58.2,10,76.0,3.98,5.0,0.1,0.0,0.0,0.745
Viet Nam,2008,Developing,74.9,135.0,28,3.58,0.0,87.0,352,12.9,35,93.0,5.53,93.0,0.2,0.0,0.0,0.633
Yemen,2008,Developing,63.8,238.0,37,0.04,0.0,78.0,7,35.7,47,78.0,5.12,78.0,0.1,0.0,0.0,0.48
