Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population,Income composition of resources
Dominican Republic,2006,Developing,72.3,178.0,7,6.2,352.9551269,84.0,0,49.3,8,88.0,4.34,89.0,1.8,3836.468771,9371338.0,0.677
Ecuador,2006,Developing,74.4,144.0,8,3.52,19.13983284,96.0,0,47.9,9,92.0,5.86,96.0,0.3,335.786541,1396748.0,0.693
Egypt,2006,Developing,69.5,175.0,55,0.18,0.0,98.0,953,54.2,66,98.0,5.24,98.0,0.1,0.0,0.0,0.636
El Salvador,2006,Developing,75.0,211.0,3,2.77,57.74562629,96.0,0,5.1,3,96.0,6.68,96.0,0.2,362.951768,656478.0,0.651
Equatorial Guinea,2006,Developing,54.8,337.0,3,7.28,827.5979335,0.0,0,2.5,4,52.0,2.13,4.0,5.3,12732.2759,792217.0,0.569
Eritrea,2006,Developing,59.7,336.0,7,0.97,10.60269773,94.0,128,14.3,9,94.0,3.3,94.0,1.4,297.828588,466648.0,0.405
Estonia,2006,Developing,73.0,188.0,0,16.58,244.3510801,95.0,27,55.9,0,95.0,5.1,95.0,0.1,12595.4165,134681.0,0.822
Ethiopia,2006,Developing,57.2,328.0,196,1.22,22.18952246,0.0,1451,14.2,304,59.0,4.47,46.0,3.3,193.794956,7885689.0,0.346
Fiji,2006,Developing,68.5,211.0,0,2.06,52.1241634,99.0,136,55.9,0,98.0,3.84,98.0,0.1,3749.939813,827411.0,0.695
Finland,2006,Developing,79.2,96.0,0,10.15,524.7775227,0.0,0,58.6,0,97.0,8.38,97.0,0.1,4112.67651,5266268.0,0.869
France,2006,Developing,86.0,92.0,3,12.4,5689.991931,39.0,40,58.0,4,99.0,1.53,99.0,0.1,36544.5853,63621376.0,0.87
Gabon,2006,Developing,61.4,288.0,2,8.01,40.53719812,52.0,90,31.4,3,44.0,2.88,45.0,10.7,727.777345,1444844.0,0.646
Gambia,2006,Developing,58.2,288.0,3,2.93,0.0,95.0,0,21.5,6,94.0,5.52,95.0,3.0,0.0,0.0,0.415
Georgia,2006,Developing,73.9,126.0,1,6.18,110.1138286,84.0,334,49.2,1,89.0,8.39,88.0,0.1,1872.68416,4136.0,0.714
Germany,2006,Developed,79.6,84.0,3,11.76,6407.535954,87.0,2307,58.0,3,94.0,1.34,96.0,0.1,36447.87232,82376451.0,0.892
Ghana,2006,Developing,59.4,288.0,41,1.7,129.0263364,84.0,420,23.0,62,84.0,4.64,84.0,2.9,922.9351677,22113425.0,0.51
Greece,2006,Developing,79.7,77.0,0,9.42,318.5806628,94.0,0,61.2,1,98.0,9.34,98.0,0.1,2481.15781,112362.0,0.85
Grenada,2006,Developing,71.7,167.0,0,9.06,662.2663687,91.0,0,41.1,0,91.0,5.99,91.0,0.1,6764.722867,0.0,0.0
Guatemala,2006,Developing,69.7,24.0,14,2.38,352.0244894,89.0,0,44.5,17,9.0,7.7,89.0,0.4,2256.56724,133978.0,0.57
Guinea,2006,Developing,55.6,317.0,31,0.16,10.3839337,0.0,4,19.0,49,53.0,3.2,57.0,2.6,296.68382,9881428.0,0.356
Guinea-Bissau,2006,Developing,54.4,36.0,5,3.22,21.53374936,0.0,0,2.7,8,74.0,5.87,71.0,5.6,418.94454,1412669.0,0.388
Guyana,2006,Developing,65.2,24.0,1,7.04,170.6325842,93.0,0,39.6,1,92.0,4.67,93.0,1.1,1945.6395,74961.0,0.622
Haiti,2006,Developing,61.1,28.0,17,6.18,6.995556386,0.0,0,39.6,23,61.0,5.7,6.0,3.3,55.47626,949457.0,0.455
Honduras,2006,Developing,72.8,161.0,5,3.23,192.9297829,94.0,0,43.5,6,94.0,7.63,95.0,0.8,1437.628785,754146.0,0.583
Hungary,2006,Developed,73.4,177.0,1,13.16,1299.459306,0.0,1,59.3,1,99.0,8.1,99.0,0.1,11398.76584,17137.0,0.802
Iceland,2006,Developed,81.1,61.0,0,7.2,1003.139804,0.0,0,57.4,0,97.0,8.96,97.0,0.1,5613.54115,33782.0,0.884
India,2006,Developing,64.8,28.0,1500,1.37,34.85942671,6.0,64185,13.9,2000,66.0,4.25,65.0,0.3,792.259698,1161977719.0,0.536
Indonesia,2006,Developing,67.3,191.0,159,0.06,72.0159316,66.0,20422,19.7,194,78.0,2.91,72.0,0.1,1586.254,22983822.0,0.632
Iran (Islamic Republic of),2006,Developing,72.2,139.0,26,0.02,0.0,98.0,220,49.4,30,99.0,5.95,98.0,0.1,0.0,0.0,0.692
Iraq,2006,Developing,64.7,249.0,31,0.03,75.25799773,59.0,474,53.2,38,63.0,3.0,59.0,0.1,2351.812429,27697912.0,0.631
Ireland,2006,Developed,79.0,78.0,0,13.44,9126.931178,0.0,87,55.8,0,91.0,7.22,91.0,0.1,54326.9713,4273591.0,0.896
Israel,2006,Developing,84.0,68.0,1,2.23,33.58620657,96.0,9,61.1,1,94.0,7.38,95.0,0.1,2195.1769,7537.0,0.87
Italy,2006,Developed,81.2,65.0,2,8.44,473.1915451,96.0,439,58.8,2,97.0,8.82,96.0,0.1,3341.7482,58143979.0,0.856
Jamaica,2006,Developing,74.0,15.0,1,3.63,194.092569,97.0,0,47.2,1,99.0,4.22,95.0,1.5,4313.1682,276279.0,0.709
Japan,2006,Developed,82.4,68.0,3,7.49,6502.136974,0.0,520,24.9,4,95.0,8.19,98.0,0.1,35433.98896,127854.0,0.873
Jordan,2006,Developing,72.8,121.0,4,0.59,313.3626015,98.0,1,58.6,4,98.0,8.8,98.0,0.1,2537.349,5934232.0,0.733
Kazakhstan,2006,Developing,65.0,295.0,8,7.08,76.19868936,99.0,109,46.8,9,99.0,3.73,99.0,0.1,5291.57565,153884.0,0.747
Kenya,2006,Developing,55.3,388.0,68,1.76,52.60385429,8.0,1847,16.9,104,77.0,4.24,8.0,10.3,697.66385,37525.0,0.483
Kiribati,2006,Developing,65.0,212.0,0,0.76,18.19457876,88.0,0,72.8,0,86.0,1.93,86.0,0.1,1151.555618,9426.0,0.576
Kuwait,2006,Developing,73.6,89.0,1,0.01,2443.444275,99.0,0,66.7,1,99.0,2.25,99.0,0.1,42717.55725,0.0,0.787
Kyrgyzstan,2006,Developing,66.7,234.0,4,2.48,0.0,9.0,27,38.5,4,93.0,6.73,92.0,0.1,0.0,0.0,0.613
Lao People's Democratic Republic,2006,Developing,61.5,24.0,11,3.69,0.0,57.0,58,15.5,15,56.0,4.14,57.0,0.2,0.0,0.0,0.503
Latvia,2006,Developed,75.0,229.0,0,10.4,1099.248837,94.0,7,57.4,0,96.0,6.8,96.0,0.1,9667.9757,2218357.0,0.807
Lebanon,2006,Developing,74.1,1.0,1,1.82,534.5795695,78.0,956,61.4,1,75.0,8.83,78.0,0.1,5372.65899,45735.0,0.733
Lesotho,2006,Developing,45.3,654.0,5,2.61,71.15577609,91.0,1,27.9,6,88.0,7.12,89.0,34.1,915.775754,1965662.0,0.437
Liberia,2006,Developing,56.7,32.0,11,4.05,15.79934152,0.0,20,22.4,15,66.0,1.9,6.0,3.0,178.92799,3375838.0,0.377
Libya,2006,Developing,72.2,134.0,2,0.01,493.415341,98.0,1,56.7,3,98.0,2.51,98.0,0.1,9344.987518,0.0,0.752
Lithuania,2006,Developed,76.0,229.0,0,12.7,116.504961,95.0,1,58.7,0,94.0,6.2,94.0,0.1,924.642548,326999.0,0.807
Luxembourg,2006,Developed,79.4,85.0,0,11.98,15345.4907,95.0,8,57.5,0,99.0,7.75,99.0,0.1,89739.7117,472637.0,0.88
Madagascar,2006,Developing,61.4,263.0,36,0.68,38.41870375,82.0,2,16.3,54,83.0,5.11,85.0,0.6,292.157443,1888268.0,0.478
Malawi,2006,Developing,47.1,587.0,38,1.18,6.847033785,99.0,1,16.2,61,99.0,8.99,99.0,21.1,297.6971211,13429262.0,0.377
Malaysia,2006,Developing,73.6,134.0,3,0.42,365.9113978,95.0,564,31.6,4,95.0,3.65,95.0,0.1,6222.982955,26143566.0,0.732
Maldives,2006,Developing,75.0,88.0,0,1.62,659.8499118,98.0,47,18.7,0,98.0,7.37,98.0,0.1,4428.522898,333.0,0.622
Mali,2006,Developing,54.3,288.0,57,0.53,67.70920683,9.0,128,18.5,98,79.0,6.56,78.0,1.8,521.6425796,1322764.0,0.35
Malta,2006,Developed,79.3,66.0,0,8.84,2380.699796,86.0,1,65.6,0,83.0,8.93,85.0,0.1,16671.5672,4538.0,0.809
Mauritania,2006,Developing,69.0,221.0,8,0.01,55.79836969,68.0,22,24.8,12,68.0,3.21,68.0,1.3,944.134851,322653.0,0.466
Mauritius,2006,Developing,71.8,165.0,0,3.73,502.3844946,97.0,3,28.6,0,98.0,4.38,97.0,0.1,5695.969327,1233996.0,0.713
Mexico,2006,Developing,75.8,125.0,40,5.11,980.2537444,98.0,23,57.2,47,98.0,5.83,98.0,0.1,8767.92258,1192378.0,0.723
Micronesia (Federated States of),2006,Developing,68.0,176.0,0,1.73,0.0,84.0,0,64.1,0,81.0,11.92,67.0,0.1,0.0,0.0,0.622
Mongolia,2006,Developing,65.0,271.0,2,2.91,122.1206485,98.0,26,43.0,2,98.0,4.68,99.0,0.1,1334.651896,255812.0,0.649
Montenegro,2006,Developing,73.8,13.0,0,5.38,595.7306923,9.0,0,56.5,0,9.0,8.1,9.0,0.1,4383.59597,61525.0,0.751
Morocco,2006,Developing,71.0,133.0,22,0.58,127.7632005,95.0,1217,49.9,25,97.0,5.23,97.0,0.1,2191.478567,3869346.0,0.575
Mozambique,2006,Developing,51.2,434.0,78,1.2,58.59644487,75.0,183,18.9,113,73.0,6.51,78.0,16.3,385.7567141,21547463.0,0.353
Myanmar,2006,Developing,64.2,22.0,61,0.28,4.632776304,75.0,760,17.0,83,82.0,1.78,82.0,0.6,296.97284,48846474.0,0.474
Namibia,2006,Developing,57.0,431.0,3,4.94,459.1572399,0.0,3,28.7,4,74.0,7.2,86.0,19.2,3881.29535,255734.0,0.57
Nepal,2006,Developing,66.0,21.0,31,0.2,45.87989927,69.0,2838,14.4,41,91.0,5.7,89.0,0.2,348.6314534,2594618.0,0.476
Netherlands,2006,Developed,79.8,71.0,1,9.79,8344.010392,0.0,1,56.5,1,96.0,9.36,96.0,0.1,44453.97119,1634611.0,0.893
New Zealand,2006,Developed,79.9,76.0,0,9.34,496.2228007,87.0,20,62.6,0,89.0,8.65,89.0,0.1,2667.86452,0.0,0.888
Nicaragua,2006,Developing,73.0,17.0,3,3.69,21.41123529,88.0,0,47.1,4,88.0,6.33,88.0,0.3,124.992617,545211.0,0.597
Niger,2006,Developing,54.5,277.0,54,0.11,43.42193066,0.0,59,15.7,110,52.0,7.39,51.0,1.5,258.463873,1413264.0,0.286
Nigeria,2006,Developing,49.8,396.0,549,9.66,10.35779424,27.0,704,19.9,879,46.0,3.66,4.0,5.3,119.743286,14261494.0,0.466
Norway,2006,Developed,84.0,7.0,0,6.47,12829.25408,0.0,0,57.0,0,94.0,8.43,94.0,0.1,74114.69715,466677.0,0.931
Oman,2006,Developing,74.7,115.0,1,0.58,78.51141,99.0,13,5.1,1,98.0,2.31,98.0,0.1,1448.55,0.0,0.748
Pakistan,2006,Developing,64.2,179.0,365,0.03,40.36829999,78.0,7641,19.5,458,77.0,3.4,78.0,0.1,873.772727,15793993.0,0.501
Panama,2006,Developing,76.2,125.0,1,5.72,631.1251711,88.0,0,51.1,2,98.0,7.0,88.0,0.1,5348.518399,339195.0,0.744
Papua New Guinea,2006,Developing,68.0,299.0,11,0.64,126.6142137,71.0,1,41.9,14,67.0,5.92,72.0,1.5,854.346921,647272.0,0.454
Paraguay,2006,Developing,72.3,161.0,3,5.61,26.18072382,92.0,0,43.5,4,98.0,6.43,98.0,0.2,189.71539,5882796.0,0.648
Peru,2006,Developing,74.2,134.0,12,4.22,448.7670462,94.0,0,49.5,15,94.0,4.47,94.0,0.4,3171.49856,27949944.0,0.693
Philippines,2006,Developing,67.3,219.0,63,4.08,121.3625467,77.0,9,2.6,82,88.0,3.95,88.0,0.1,1391.772325,8789419.0,0.646
Poland,2006,Developed,75.2,144.0,2,10.4,9.1455559,98.0,120,56.0,3,99.0,6.17,99.0,0.1,94.7726,38141267.0,0.803
Portugal,2006,Developed,78.5,96.0,0,13.11,2884.020194,97.0,0,54.9,0,97.0,9.67,97.0,0.1,19821.44463,1522288.0,0.793
Qatar,2006,Developing,76.6,83.0,0,1.28,448.5952989,96.0,144,65.0,0,95.0,2.58,96.0,0.1,6256.55926,0.0,0.835
Republic of Korea,2006,Developing,79.4,79.0,2,8.83,0.0,99.0,28,27.7,2,98.0,5.76,98.0,0.1,0.0,0.0,0.0
Republic of Moldova,2006,Developing,68.0,242.0,1,8.36,0.0,98.0,34,48.7,1,98.0,1.63,97.0,0.1,0.0,0.0,0.0
Romania,2006,Developed,72.5,157.0,3,8.51,665.6427546,99.0,3196,54.4,4,97.0,5.6,97.0,0.1,5828.745662,2119376.0,0.755
Russian Federation,2006,Developing,66.4,3.0,17,11.79,12.25184084,98.0,1147,55.7,20,98.0,5.3,98.0,0.3,692.194398,14349528.0,0.754
Rwanda,2006,Developing,57.6,328.0,22,6.88,78.47020226,99.0,494,15.9,34,99.0,1.2,99.0,6.2,342.3656294,92658.0,0.404
Saint Lucia,2006,Developing,73.5,155.0,0,13.45,0.0,85.0,0,4.4,0,85.0,6.37,85.0,0.1,0.0,0.0,0.694
Saint Vincent and the Grenadines,2006,Developing,71.7,173.0,0,5.93,0.0,99.0,0,45.7,0,99.0,3.88,99.0,0.3,0.0,0.0,0.695
Samoa,2006,Developing,72.0,153.0,0,3.52,40.22855669,35.0,0,7.3,0,37.0,4.68,39.0,0.1,287.963899,18194.0,0.677
Sao Tome and Principe,2006,Developing,64.7,22.0,0,5.46,47.08931143,75.0,0,24.0,0,97.0,7.84,97.0,1.2,843.89447,159328.0,0.521
Saudi Arabia,2006,Developing,73.2,1.0,9,0.08,1395.454965,96.0,807,6.9,10,96.0,3.55,96.0,0.1,15334.66994,0.0,0.767
Senegal,2006,Developing,61.3,236.0,23,0.34,10.43022617,89.0,3,19.9,38,89.0,5.44,89.0,0.7,89.838296,11556763.0,0.422
Serbia,2006,Developing,73.6,133.0,1,8.58,541.8243468,93.0,2,54.5,1,97.0,8.99,92.0,0.1,4129.758741,7411569.0,0.739
Seychelles,2006,Developing,72.2,185.0,0,8.12,102.373909,99.0,10,3.7,0,99.0,3.73,99.0,0.1,1214.39987,846.0,0.728
Sierra Leone,2006,Developing,44.3,464.0,30,3.8,38.00075788,0.0,33,19.7,46,65.0,1.68,64.0,2.2,322.313468,5848692.0,0.348
Singapore,2006,Developed,87.0,66.0,0,1.55,2639.376955,95.0,23,3.5,0,95.0,3.66,95.0,0.1,33579.85948,0.0,0.839
Slovakia,2006,Developed,74.3,138.0,0,10.28,0.0,99.0,0,53.7,0,99.0,7.35,99.0,0.1,0.0,0.0,0.793
Slovenia,2006,Developed,78.1,17.0,0,12.26,2724.17807,0.0,0,54.7,0,97.0,8.42,97.0,0.1,19726.1265,26868.0,0.858
Solomon Islands,2006,Developing,67.6,2.0,0,0.99,240.4851202,99.0,0,43.0,0,99.0,6.66,99.0,0.1,948.6592511,481422.0,0.47
Somalia,2006,Developing,51.5,337.0,51,0.01,0.0,0.0,7,2.2,83,26.0,0.0,26.0,0.9,0.0,0.0,0.0
South Africa,2006,Developing,54.0,496.0,54,8.5,732.1255305,83.0,81,44.3,82,79.0,7.57,82.0,28.1,5631.73485,4823384.48,0.609
South Sudan,2006,Developing,52.5,383.0,28,0.0,0.0,0.0,0,0.0,43,0.0,0.0,0.0,4.1,0.0,8468152.0,0.0
Spain,2006,Developed,88.0,73.0,2,11.86,4460.390006,97.0,362,61.1,2,98.0,8.23,98.0,0.1,28482.6948,44397319.0,0.844
Sri Lanka,2006,Developing,73.8,145.0,4,1.96,120.2471713,98.0,0,17.2,5,98.0,4.6,98.0,0.1,1448.7611,1952.0,0.718
Sudan,2006,Developing,61.0,26.0,66,1.9,60.3368571,6.0,228,0.0,99,77.0,3.93,78.0,0.2,893.8793645,316764.0,0.43
Suriname,2006,Developing,69.3,199.0,0,4.52,72.800168,84.0,0,51.8,0,84.0,6.22,84.0,0.6,527.92,5437.0,0.678
Swaziland,2006,Developing,47.8,564.0,3,5.53,437.0802438,93.0,0,28.2,4,88.0,6.81,87.0,43.7,2937.36723,112514.0,0.502
Sweden,2006,Developed,88.0,64.0,0,6.5,6369.516139,0.0,19,55.7,0,98.0,8.95,98.0,0.1,46256.4716,9855.0,0.892
Switzerland,2006,Developed,81.5,65.0,0,10.24,10598.08187,0.0,0,53.7,0,94.0,1.39,94.0,0.1,57348.92788,7483934.0,0.904
Syrian Arab Republic,2006,Developing,73.7,123.0,8,0.97,122.6523334,83.0,517,48.5,10,83.0,3.78,8.0,0.1,1762.24617,18914977.0,0.636
Tajikistan,2006,Developing,65.9,183.0,10,0.38,2.626234903,88.0,3,34.1,12,76.0,5.7,83.0,0.3,44.2872665,7557.0,0.579
Thailand,2006,Developing,73.0,168.0,13,6.18,433.9210918,96.0,3588,23.6,15,98.0,3.49,98.0,0.5,3368.952576,65824164.0,0.686
The former Yugoslav republic of Macedonia,2006,Developing,73.7,122.0,0,1.74,0.0,89.0,3,55.4,0,92.0,7.61,93.0,0.1,0.0,0.0,0.703
Timor-Leste,2006,Developing,64.9,186.0,2,0.04,28.12560496,0.0,90,13.9,3,62.0,0.65,63.0,0.1,441.53226,148621.0,0.511
Togo,2006,Developing,55.7,345.0,15,1.37,6.226048785,0.0,26,19.3,22,85.0,5.56,84.0,5.0,377.33629,5837792.0,0.436
Tonga,2006,Developing,72.4,148.0,0,1.79,503.5881956,89.0,0,7.1,0,89.0,5.61,88.0,0.1,2892.522663,11689.0,0.695
Trinidad and Tobago,2006,Developing,69.6,188.0,0,6.35,103.3710689,89.0,0,38.4,0,89.0,4.49,92.0,0.6,1495.96337,133144.0,0.751
Tunisia,2006,Developing,74.4,12.0,3,1.46,420.1153538,99.0,3,53.1,4,99.0,5.64,99.0,0.1,3371.71231,1196136.0,0.689
Turkey,2006,Developing,72.8,126.0,28,1.29,103.523776,82.0,34,58.5,34,9.0,5.81,9.0,0.1,834.869161,6876345.0,0.687
Turkmenistan,2006,Developing,63.7,245.0,6,2.71,29.27235366,98.0,48,41.3,8,98.0,2.9,98.0,0.1,2136.66815,48115.0,0.0
Uganda,2006,Developing,54.9,41.0,93,9.81,50.83901418,64.0,5736,14.8,145,62.0,9.86,64.0,8.6,336.4593923,2955662.0,0.434
Ukraine,2006,Developing,67.7,267.0,5,7.99,29.38172706,96.0,42724,56.8,6,99.0,6.39,98.0,0.8,233.18831,4678775.0,0.716
United Arab Emirates,2006,Developing,75.4,89.0,1,1.74,3749.941617,92.0,0,55.8,1,94.0,2.33,92.0,0.1,42372.22166,0.0,0.823
United Kingdom of Great Britain and Northern Ireland,2006,Developed,79.3,82.0,4,11.61,0.0,0.0,764,61.3,4,92.0,8.36,92.0,0.1,0.0,0.0,0.0
United Republic of Tanzania,2006,Developing,53.1,437.0,96,4.07,0.0,9.0,2362,18.6,145,91.0,6.86,9.0,9.4,0.0,0.0,0.0
United States of America,2006,Developed,77.8,113.0,28,8.63,0.0,93.0,55,64.4,33,93.0,15.27,96.0,0.1,0.0,0.0,0.0
Uruguay,2006,Developing,76.2,117.0,1,6.58,1712.225506,95.0,0,58.9,1,95.0,11.17,95.0,0.1,5877.87678,333143.0,0.756
Uzbekistan,2006,Developing,67.6,185.0,23,1.96,77.27092119,98.0,823,38.1,27,94.0,5.49,96.0,0.4,654.2838373,2648825.0,0.626
Vanuatu,2006,Developing,71.0,161.0,0,1.0,43.19780767,59.0,0,45.7,0,67.0,3.96,68.0,0.1,247.97823,214634.0,0.572
Venezuela (Bolivarian Republic of),2006,Developing,73.6,163.0,9,8.27,0.0,71.0,78,57.1,11,73.0,4.85,71.0,0.1,0.0,0.0,0.714
Viet Nam,2006,Developing,74.6,136.0,28,2.56,0.0,93.0,1978,11.8,35,94.0,5.56,94.0,0.2,0.0,0.0,0.618
Yemen,2006,Developing,63.0,242.0,39,0.04,0.0,78.0,8079,34.5,51,78.0,4.82,78.0,0.1,0.0,0.0,0.475
