Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population,Income composition of resources
Finland,2002,Developing,78.1,98.0,0,9.25,3099.357319,80.94046121593291,0,56.6,0,95.0,7.81,98.0,0.1,26834.2625,52598.0,0.863
France,2002,Developing,79.2,11.0,3,13.78,3779.655273,29.0,5185,55.8,4,97.0,1.22,97.0,0.1,24275.2426,6185267.0,0.851
Gabon,2002,Developing,59.7,315.0,2,8.34,22.69039905,80.94046121593291,110,29.2,3,44.0,3.22,45.0,10.7,412.55271,129449.0,0.636
Gambia,2002,Developing,56.6,298.0,3,2.08,0.0,92.0,32,19.1,6,86.0,3.75,87.0,2.5,7483.158469138474,12753375.120052494,0.392
Georgia,2002,Developing,71.7,142.0,2,2.72,60.55818291,51.0,199,47.0,2,89.0,8.72,84.0,0.1,779.3845935,4357.0,0.677
Germany,2002,Developed,78.4,91.0,3,12.25,437.1059663,87.0,4657,56.1,4,97.0,1.4,93.0,0.1,2525.16445,82488495.0,0.867
Ghana,2002,Developing,57.6,31.0,42,1.6,3.336437969,8.0,12289,2.7,63,8.0,3.7,78.0,3.5,39.484473,19924522.0,0.484
Greece,2002,Developing,79.0,81.0,1,8.09,160.8897265,91.0,5,58.6,1,92.0,8.72,92.0,0.1,1411.31339,19222.0,0.811
Grenada,2002,Developing,79.0,176.0,0,10.71,513.3465408,98.0,0,38.8,0,98.0,6.67,98.0,0.1,5292.232379,12753375.120052494,0.0
Guatemala,2002,Developing,69.3,21.0,16,2.41,25.25040918,80.94046121593291,0,41.7,20,82.0,6.71,82.0,0.3,171.771491,1228848.0,0.553
Guinea,2002,Developing,52.9,337.0,35,0.21,21.3378184,80.94046121593291,2151,17.3,56,56.0,3.76,53.0,3.0,322.811171,9137345.0,0.329
Guinea-Bissau,2002,Developing,52.8,35.0,5,2.47,24.65761755,80.94046121593291,298,18.5,8,61.0,5.84,57.0,4.1,321.481324,1293523.0,0.0
Guyana,2002,Developing,65.3,244.0,1,7.73,10.9363388,91.0,0,37.1,1,93.0,5.84,91.0,2.3,96.8674827,751884.0,0.609
Haiti,2002,Developing,59.3,33.0,19,6.1,50.28558223,80.94046121593291,0,35.6,26,54.0,5.47,48.0,4.8,393.16327,8834733.0,0.444
Honduras,2002,Developing,71.6,169.0,6,3.09,154.8636161,94.0,0,4.4,7,95.0,7.28,95.0,1.5,1132.8721,6863157.0,0.561
Hungary,2002,Developed,72.5,184.0,1,13.29,8.98619805,80.94046121593291,0,57.1,1,98.0,7.47,99.0,0.1,665.6443,115868.0,0.775
Iceland,2002,Developed,84.0,7.0,0,6.61,5948.096777,80.94046121593291,0,55.4,0,95.0,9.86,95.0,0.1,31996.2172,287523.0,0.859
India,2002,Developing,63.3,219.0,1700,1.1,17.81205644,80.94046121593291,40044,12.2,2300,58.0,4.4,59.0,0.3,466.2842,18987112.0,0.499
Indonesia,2002,Developing,66.7,189.0,177,0.05,43.17867291,63.0,14492,16.7,222,8.0,2.27,7.0,0.1,899.5556857,2175859.0,0.608
Iran (Islamic Republic of),2002,Developing,71.2,142.0,31,0.01,0.0,99.0,9554,46.2,37,99.0,5.39,99.0,0.1,7483.158469138474,12753375.120052494,0.674
Iraq,2002,Developing,74.0,14.0,30,0.15,0.0,65.0,0,5.6,37,76.0,5.9381895280235995,77.0,0.1,7483.158469138474,24939299.0,0.614
Ireland,2002,Developed,77.4,88.0,0,14.17,5092.383814,80.94046121593291,243,52.9,0,83.0,6.85,83.0,0.1,32539.1937,3931947.0,0.862
Israel,2002,Developing,79.3,74.0,1,2.47,1701.195787,98.0,2,59.2,1,91.0,7.49,9.0,0.1,18431.15696,657.0,0.855
Italy,2002,Developed,80.0,72.0,2,9.25,2883.334911,95.0,9385,56.4,3,96.0,8.23,93.0,0.1,22196.5736,57597.0,0.836
Jamaica,2002,Developing,73.0,167.0,1,3.76,211.1143318,80.94046121593291,0,43.5,1,99.0,4.86,99.0,2.3,3596.496282,2695446.0,0.69
Japan,2002,Developed,81.8,7.0,3,7.87,5250.249188,80.94046121593291,33812,22.9,5,89.0,7.85,96.0,0.1,32289.3554,127445.0,0.86
Jordan,2002,Developing,72.1,129.0,4,0.54,259.1572375,95.0,19,55.5,4,95.0,9.68,95.0,0.1,1812.288374,5287488.0,0.712
Kazakhstan,2002,Developing,64.7,276.0,8,5.99,145.1022528,95.0,18,44.8,9,95.0,3.61,95.0,0.1,1658.31146,14858948.0,0.7
Kenya,2002,Developing,52.1,437.0,76,1.66,32.73674134,84.0,766,15.1,118,83.0,4.54,84.0,15.7,395.8493511,332149.0,0.451
Kiribati,2002,Developing,64.6,217.0,0,0.49,70.75572222,79.0,0,69.7,0,96.0,9.1,77.0,0.1,826.58554,87343.0,0.0
Kuwait,2002,Developing,73.3,94.0,0,0.01,1209.680547,99.0,0,65.0,1,99.0,3.56,99.0,0.1,17789.41981,12753375.120052494,0.785
Kyrgyzstan,2002,Developing,66.7,215.0,4,3.31,0.0,99.0,2,36.5,5,99.0,5.43,98.0,0.1,7483.158469138474,12753375.120052494,0.601
Lao People's Democratic Republic,2002,Developing,59.3,265.0,13,3.33,0.0,80.94046121593291,2070,13.3,18,55.0,4.4,53.0,0.1,7483.158469138474,12753375.120052494,0.468
Latvia,2002,Developed,73.0,219.0,0,7.44,376.4570185,98.0,0,56.0,0,98.0,6.29,97.0,0.1,4132.34927,231173.0,0.746
Lebanon,2002,Developing,73.2,17.0,1,1.98,70.13207838,77.0,36,59.1,1,77.0,1.5,77.0,0.1,5436.595223,3522837.0,0.0
Lesotho,2002,Developing,46.4,622.0,5,2.95,3.53457351,80.94046121593291,0,25.9,7,84.0,6.91,84.0,32.5,47.89395,192312.0,0.446
Liberia,2002,Developing,56.0,371.0,13,4.27,10.424369,80.94046121593291,131,2.7,19,51.0,5.43,39.0,3.1,177.285187,362863.0,0.376
Libya,2002,Developing,71.1,146.0,3,0.01,29.13434871,91.0,3890,54.0,3,93.0,4.57,93.0,0.1,375.442638,12753375.120052494,0.736
Lithuania,2002,Developed,71.4,22.0,0,11.0,561.9168642,94.0,103,57.5,0,97.0,6.4,95.0,0.1,4146.987928,344367.0,0.77
Luxembourg,2002,Developed,78.3,95.0,0,12.91,910.5062778,95.0,0,55.2,0,99.0,8.27,99.0,0.1,5293.64115,446175.0,0.86
Madagascar,2002,Developing,59.3,271.0,41,0.9,47.5262138,51.0,10795,14.7,63,61.0,5.29,62.0,0.7,262.2859481,16765117.0,0.462
Malawi,2002,Developing,44.0,67.0,46,1.1,3.885394742,64.0,92,14.8,75,79.0,4.82,64.0,24.7,29.9798977,1213711.0,0.388
Malaysia,2002,Developing,72.9,14.0,4,0.49,216.7029481,95.0,408,27.9,4,94.0,3.4,94.0,0.1,4167.364387,24198811.0,0.723
Maldives,2002,Developing,71.8,124.0,0,1.95,4.299053392,98.0,926,16.2,0,98.0,5.78,98.0,0.1,32.37239,297.0,0.597
Mali,2002,Developing,51.2,31.0,60,0.53,3.67646576,80.94046121593291,717,16.5,108,65.0,6.32,61.0,2.3,334.22416,11638929.0,0.308
Malta,2002,Developed,78.2,75.0,0,5.73,1552.740429,80.94046121593291,7,63.4,0,95.0,7.86,95.0,0.1,11843.9392,395969.0,0.786
Mauritania,2002,Developing,62.0,228.0,7,0.02,4.113190741,80.94046121593291,883,22.3,12,91.0,5.31,89.0,1.2,46.9542322,2873228.0,0.446
Mauritius,2002,Developing,71.5,179.0,0,4.14,369.6317105,88.0,0,26.4,0,88.0,4.24,88.0,0.1,3957.51296,124621.0,0.683
Mexico,2002,Developing,75.0,127.0,49,4.77,12.1859723,97.0,0,54.1,58,98.0,5.52,97.0,0.1,716.8219,1435568.0,0.703
Micronesia (Federated States of),2002,Developing,66.2,21.0,0,2.78,0.0,85.0,0,62.4,0,84.0,8.2,84.0,0.1,7483.158469138474,12753375.120052494,0.608
Mongolia,2002,Developing,63.8,263.0,2,2.43,55.60878216,98.0,1205,39.8,2,98.0,5.81,98.0,0.1,571.51883,2443659.0,0.599
Montenegro,2002,Developing,73.4,136.0,0,0.01,36.48024032,80.94046121593291,0,53.5,0,82.55018842069202,8.33,82.32408359027065,0.1,216.243274,69828.0,0.0
Morocco,2002,Developing,69.5,15.0,25,0.46,66.72933871,92.0,6000,46.5,29,94.0,5.31,94.0,0.1,1413.757176,29512368.0,0.54
Mozambique,2002,Developing,49.8,416.0,87,2.16,40.82597077,76.0,7155,17.3,127,76.0,6.45,76.0,14.5,262.884551,19139658.0,0.311
Myanmar,2002,Developing,62.8,235.0,71,0.41,3.421880938,80.94046121593291,736,14.6,96,84.0,2.5,79.0,0.4,143.77651,471422.0,0.435
Namibia,2002,Developing,55.7,452.0,3,5.09,203.7322893,80.94046121593291,1278,25.8,4,78.0,6.17,77.0,24.6,1713.47594,1962147.0,0.556
Nepal,2002,Developing,63.1,238.0,40,0.19,23.18394594,80.94046121593291,6749,12.4,54,72.0,5.6,72.0,0.1,246.375621,24566342.0,0.447
Netherlands,2002,Developed,78.4,81.0,1,9.68,3455.197053,80.94046121593291,3,53.4,1,97.0,8.34,97.0,0.1,28817.32321,16148929.0,0.882
New Zealand,2002,Developed,78.7,83.0,0,9.13,2892.257132,89.0,21,6.3,0,84.0,7.89,9.0,0.1,16874.31232,12753375.120052494,0.873
Nicaragua,2002,Developing,75.0,197.0,4,3.5,2.092343893,85.0,0,44.2,5,85.0,5.71,85.0,0.4,11.147277,5171734.0,0.577
Niger,2002,Developing,51.4,282.0,57,0.1,17.58722718,80.94046121593291,31584,14.3,124,43.0,6.55,39.0,1.6,177.828384,12262.0,0.261
Nigeria,2002,Developing,47.7,49.0,571,9.61,17.137754,80.94046121593291,42007,17.8,928,4.0,2.43,25.0,5.3,459.4572117,12866671.0,0.0
Norway,2002,Developed,78.9,81.0,0,5.89,749.6823382,80.94046121593291,5,54.6,0,93.0,9.62,93.0,0.1,4361.1538,4538159.0,0.916
Oman,2002,Developing,73.3,13.0,1,0.54,585.9170945,99.0,5,47.3,1,99.0,3.18,99.0,0.1,8629.11774,12753375.120052494,0.716
Pakistan,2002,Developing,63.2,187.0,371,0.01,22.39387584,80.94046121593291,3903,17.4,474,71.0,2.76,68.0,0.1,499.8633,144654143.0,0.457
Panama,2002,Developing,75.7,125.0,1,5.52,78.80940216,98.0,0,47.8,2,99.0,8.3,99.0,0.2,4126.14671,3149265.0,0.725
Papua New Guinea,2002,Developing,59.3,327.0,11,0.61,110.9803062,6.0,17620,38.9,14,54.0,7.69,61.0,1.4,511.665773,5862316.0,0.428
Paraguay,2002,Developing,71.5,168.0,4,5.66,152.8293973,80.94046121593291,0,4.6,4,87.0,6.77,87.0,0.1,1148.229882,558611.0,0.632
Peru,2002,Developing,72.6,144.0,16,4.03,40.53777863,80.94046121593291,0,46.7,20,95.0,4.94,95.0,0.4,259.192958,2661467.0,0.686
Philippines,2002,Developing,66.8,221.0,68,4.42,0.09987219,42.0,7003,18.7,89,77.0,2.79,79.0,0.1,1.68135,813526.0,0.625
Poland,2002,Developed,74.5,145.0,3,8.02,516.0554391,98.0,34,54.0,3,98.0,6.32,99.0,0.1,5196.932921,3823364.0,0.79
Portugal,2002,Developed,77.2,17.0,1,12.0,1904.00231,82.0,8,51.7,1,96.0,9.15,98.0,0.1,12882.28897,1419631.0,0.788
Qatar,2002,Developing,76.4,85.0,0,0.87,188.6782945,98.0,34,64.1,0,96.0,2.71,96.0,0.1,2999.65492,12753375.120052494,0.807
Republic of Korea,2002,Developing,77.1,99.0,3,9.55,0.0,92.0,62,25.7,4,99.0,4.61,97.0,0.1,7483.158469138474,12753375.120052494,0.6275510645976182
Republic of Moldova,2002,Developing,67.5,225.0,1,6.71,0.0,99.0,4929,47.2,1,98.0,8.31,97.0,0.1,7483.158469138474,12753375.120052494,0.6275510645976182
Romania,2002,Developed,77.0,178.0,4,9.62,37.82275031,99.0,14,52.4,5,98.0,4.57,98.0,0.1,2124.873613,2173496.0,0.714
Russian Federation,2002,Developing,64.8,313.0,20,10.87,266.5416917,81.0,580,54.5,24,97.0,5.99,97.0,0.3,2375.5944,1453646.0,0.727
Rwanda,2002,Developing,57.0,415.0,31,7.82,1.9659778,88.0,2738,14.1,50,85.0,4.18,88.0,8.0,196.59778,853625.0,0.343
Saint Lucia,2002,Developing,72.0,174.0,0,11.85,0.0,14.0,0,37.9,0,9.0,6.33,74.0,0.1,7483.158469138474,12753375.120052494,0.681
Saint Vincent and the Grenadines,2002,Developing,79.0,186.0,0,4.94,0.0,80.94046121593291,0,42.0,0,99.0,3.93,99.0,0.4,7483.158469138474,12753375.120052494,0.677
Samoa,2002,Developing,76.0,174.0,0,3.3,208.1688437,86.0,0,67.4,0,85.0,5.1,86.0,0.1,1631.41727,176582.0,0.653
Sao Tome and Principe,2002,Developing,63.1,226.0,0,5.8,50.80181435,80.94046121593291,0,21.7,0,92.0,1.21,92.0,1.4,555.8185378,144889.0,0.501
Saudi Arabia,2002,Developing,72.9,15.0,10,0.05,688.0972667,97.0,311,57.7,11,95.0,4.28,95.0,0.1,8655.311531,12753375.120052494,0.745
Senegal,2002,Developing,58.4,252.0,25,0.36,49.73511396,80.94046121593291,18184,18.3,47,6.0,5.6,6.0,0.7,513.26227,1396861.0,0.397
Serbia,2002,Developing,72.9,133.0,1,6.95,292.6142378,80.94046121593291,63,52.2,1,95.0,8.9,95.0,0.1,2149.9944,7496522.0,0.715
Seychelles,2002,Developing,72.1,186.0,0,11.15,562.3601848,99.0,0,28.1,0,99.0,4.21,99.0,0.1,8331.261997,83723.0,0.712
Sierra Leone,2002,Developing,48.0,513.0,30,4.06,36.59114895,80.94046121593291,568,17.9,48,54.0,11.96,53.0,1.7,249.939542,4957216.0,0.306
Singapore,2002,Developed,79.0,74.0,0,2.16,142.0989818,95.0,211,29.2,0,94.0,2.84,94.0,0.1,2216.83279,12753375.120052494,0.818
Slovakia,2002,Developed,73.7,145.0,0,10.78,0.0,99.0,0,51.6,0,98.0,5.63,99.0,0.1,7483.158469138474,12753375.120052494,0.763
Slovenia,2002,Developed,76.6,117.0,0,9.29,1617.473418,80.94046121593291,0,52.3,0,93.0,8.62,93.0,0.1,11814.9994,199453.0,0.835
Solomon Islands,2002,Developing,66.5,22.0,0,1.08,156.2847968,75.0,0,39.6,0,78.0,6.9,78.0,0.1,784.9562874,435262.0,0.446
Somalia,2002,Developing,58.0,348.0,47,0.01,0.0,80.94046121593291,9559,18.6,77,4.0,5.9381895280235995,4.0,0.9,7483.158469138474,12753375.120052494,0.6275510645976182
South Africa,2002,Developing,54.9,459.0,54,7.04,346.5316007,72.0,1043,41.6,79,7.0,8.9,7.0,26.6,2518.398261,45855482.88,0.62
South Sudan,2002,Developing,52.0,382.0,30,4.602860787172012,0.0,80.94046121593291,0,38.321246556473824,48,82.55018842069202,5.9381895280235995,82.32408359027065,3.3,7483.158469138474,7237276.0,0.0
Spain,2002,Developed,79.5,83.0,2,12.26,228.3543024,82.0,67,58.8,2,98.0,7.25,98.0,0.1,1719.53541,41431558.0,0.828
Sri Lanka,2002,Developing,73.7,149.0,5,1.62,59.63595674,80.94046121593291,139,15.1,5,98.0,3.89,98.0,0.1,873.1472436,18939.0,0.699
Sudan,2002,Developing,59.4,277.0,70,1.59,30.62287548,80.94046121593291,4529,38.321246556473824,106,6.0,2.95,6.0,0.2,412.1517561,28679565.0,0.403
Suriname,2002,Developing,67.9,221.0,0,4.41,250.7112373,80.94046121593291,0,49.0,0,74.0,7.14,73.0,1.6,2232.513244,48344.0,0.0
Swaziland,2002,Developing,46.4,587.0,3,5.52,131.0421269,88.0,37,26.7,4,87.0,5.16,85.0,49.9,1324.996228,1893.0,0.502
Sweden,2002,Developed,79.9,71.0,0,6.9,3998.09987,80.94046121593291,9,53.9,0,99.0,9.23,99.0,0.1,29571.7446,8924958.0,0.88
Switzerland,2002,Developed,84.0,74.0,0,10.85,6853.628494,80.94046121593291,0,51.8,0,95.0,1.61,93.0,0.1,41336.72192,7284753.0,0.89
Syrian Arab Republic,2002,Developing,72.8,135.0,9,1.25,91.70356833,8.0,538,45.3,11,86.0,4.94,84.0,0.1,1263.13455,178791.0,0.596
Tajikistan,2002,Developing,64.3,193.0,12,0.6,10.68147485,39.0,927,32.1,15,84.0,4.48,85.0,0.3,189.3878519,6447688.0,0.543
Thailand,2002,Developing,71.4,192.0,16,5.93,27.63810304,95.0,10315,2.2,19,97.0,3.7,96.0,0.7,296.54617,6473164.0,0.657
The former Yugoslav republic of Macedonia,2002,Developing,72.8,128.0,0,2.53,0.0,80.94046121593291,19,53.6,0,97.0,9.1,96.0,0.1,7483.158469138474,12753375.120052494,0.0
Timor-Leste,2002,Developing,62.0,261.0,3,0.48,5.649123424,80.94046121593291,0,12.6,4,38.0,3.89,54.0,0.1,48.61552,923825.0,0.475
Togo,2002,Developing,54.7,351.0,15,1.0,1.995182912,80.94046121593291,363,17.5,22,58.0,4.7,59.0,5.3,28.832123,5251472.0,0.428
Tonga,2002,Developing,71.9,155.0,0,1.51,310.8203382,88.0,0,67.0,0,85.0,5.3,84.0,0.1,1842.44421,99184.0,0.679
Trinidad and Tobago,2002,Developing,69.2,192.0,0,5.12,72.03911741,5.0,0,35.2,1,96.0,5.0,96.0,2.0,749.626612,1277837.0,0.721
Tunisia,2002,Developing,73.5,19.0,4,1.17,262.8184944,93.0,98,49.7,5,96.0,5.32,96.0,0.1,2346.5937,9864326.0,0.662
Turkey,2002,Developing,71.2,138.0,38,1.47,35.55729,72.0,7823,55.1,46,78.0,5.36,78.0,0.1,366.57,6514354.0,0.658
Turkmenistan,2002,Developing,63.3,229.0,7,2.33,130.3784829,96.0,11,38.7,8,99.0,3.34,98.0,0.1,967.917468,4612.0,0.0
Uganda,2002,Developing,48.8,523.0,112,10.42,2.690897842,29.0,49871,13.6,181,57.0,7.78,57.0,10.0,24.2423229,2571848.0,0.404
Ukraine,2002,Developing,67.6,256.0,6,4.89,115.738974,48.0,7587,55.4,7,99.0,6.25,99.0,0.9,879.475486,48225.0,0.683
United Arab Emirates,2002,Developing,74.7,11.0,1,1.72,2598.842827,92.0,53,56.0,1,94.0,2.72,94.0,0.1,31311.35936,12753375.120052494,0.803
United Kingdom of Great Britain and Northern Ireland,2002,Developed,78.2,87.0,4,11.44,0.0,80.94046121593291,314,58.8,4,91.0,7.57,91.0,0.1,7483.158469138474,12753375.120052494,0.6275510645976182
